2,Baby Food,Offline,Middle East and North Africa,Pakistan
2,Beverages,Online,Europe,Hungary
2,Cereal,Online,Europe,Poland
2,Office Supplies,Online,Middle East and North Africa,Tunisia
2,Fruits,Offline,Europe,Lithuania
2,Vegetables,Offline,Australia and Oceania,Samoa
2,Beverages,Offline,Sub-Saharan Africa,Sudan
2,Personal Care,Offline,Europe,Portugal
2,Vegetables,Online,Australia and Oceania,Fiji
2,Meat,Online,Sub-Saharan Africa,Tanzania
2,Cosmetics,Online,Sub-Saharan Africa,Sao Tome and Principe
2,Meat,Online,Sub-Saharan Africa,Cape Verde
2,Vegetables,Offline,Middle East and North Africa,Lebanon
2,Personal Care,Online,North America,Greenland
2,Baby Food,Online,Sub-Saharan Africa,Guinea-Bissau
2,Meat,Online,Europe,Georgia
2,Meat,Online,Central America and the Caribbean,Jamaica
2,Snacks,Online,Europe,Bulgaria
2,Household,Offline,Asia,Kazakhstan
2,Clothes,Online,Sub-Saharan Africa,Rwanda
2,Cosmetics,Offline,Central America and the Caribbean,Grenada
2,Office Supplies,Online,Central America and the Caribbean,Honduras
2,Office Supplies,Online,Asia,Mongolia
2,Meat,Offline,Central America and the Caribbean,Belize
2,Meat,Offline,North America,United States of America
2,Meat,Offline,Sub-Saharan Africa,South Africa
2,Vegetables,Online,Europe,Austria
2,Snacks,Offline,Australia and Oceania,Marshall Islands
2,Household,Offline,Sub-Saharan Africa,Sierra Leone
2,Meat,Offline,Europe,Romania
2,Clothes,Offline,Asia,Malaysia
2,Cosmetics,Offline,Europe,Hungary
2,Beverages,Offline,Australia and Oceania,New Zealand
2,Office Supplies,Offline,Sub-Saharan Africa,Mozambique
2,Beverages,Offline,Sub-Saharan Africa,Namibia
2,Personal Care,Offline,Middle East and North Africa,Tunisia
2,Office Supplies,Online,Middle East and North Africa,Somalia
2,Personal Care,Online,Europe,Denmark
2,Beverages,Offline,Australia and Oceania,Solomon Islands
2,Vegetables,Online,Australia and Oceania,Vanuatu
2,Meat,Offline,Asia,Singapore
2,Fruits,Online,Europe,Luxembourg
2,Cereal,Online,Australia and Oceania,Australia
2,Household,Online,Asia,Brunei
2,Vegetables,Offline,Australia and Oceania,Papua New Guinea
2,Personal Care,Online,Europe,Romania
2,Personal Care,Offline,Asia,Kyrgyzstan
2,Clothes,Online,Sub-Saharan Africa,Chad
2,Cereal,Online,Middle East and North Africa,Somalia
2,Clothes,Offline,Sub-Saharan Africa,Togo
2,Household,Online,Sub-Saharan Africa,Mali
2,Snacks,Online,Europe,San Marino
2,Baby Food,Online,Europe,Croatia
2,Baby Food,Offline,Asia,Taiwan
2,Meat,Offline,Central America and the Caribbean,Barbados
2,Cosmetics,Offline,Sub-Saharan Africa,Equatorial Guinea
2,Vegetables,Online,Central America and the Caribbean,Guatemala
2,Household,Offline,Europe,United Kingdom
2,Vegetables,Online,Sub-Saharan Africa,Equatorial Guinea
2,Snacks,Offline,Sub-Saharan Africa,Tanzania
2,Fruits,Offline,Europe,Ukraine
2,Snacks,Offline,North America,Canada
2,Office Supplies,Offline,Sub-Saharan Africa,Eritrea
2,Fruits,Offline,Europe,Georgia
2,Cereal,Online,Europe,Poland
2,Clothes,Online,North America,Mexico
2,Baby Food,Online,Australia and Oceania,Papua New Guinea
2,Meat,Offline,Europe,Ukraine
2,Beverages,Offline,Sub-Saharan Africa,Niger
2,Household,Offline,Australia and Oceania,New Zealand
2,Cosmetics,Online,Sub-Saharan Africa,Nigeria
2,Beverages,Offline,Sub-Saharan Africa,Madagascar
2,Baby Food,Online,Asia,Kazakhstan
2,Clothes,Online,Middle East and North Africa,Kuwait
2,Fruits,Offline,Sub-Saharan Africa,Gabon
2,Personal Care,Online,Central America and the Caribbean,El Salvador
2,Personal Care,Offline,Europe,Sweden
2,Vegetables,Online,Sub-Saharan Africa,Angola
2,Office Supplies,Online,Asia,Sri Lanka
2,Clothes,Online,Europe,Cyprus
2,Snacks,Offline,Central America and the Caribbean,Honduras
2,Meat,Online,Sub-Saharan Africa,Ethiopia
2,Beverages,Online,Europe,Denmark
2,Household,Online,Europe,Iceland
2,Cereal,Online,Sub-Saharan Africa,Liberia
2,Meat,Online,Sub-Saharan Africa,South Africa
2,Beverages,Online,Sub-Saharan Africa,Mali
2,Personal Care,Online,Middle East and North Africa,Egypt
2,Meat,Offline,Europe,Moldova
2,Personal Care,Offline,Europe,Montenegro
2,Household,Online,Australia and Oceania,Nauru
2,Household,Offline,Asia,Sri Lanka
2,Cosmetics,Offline,Australia and Oceania,Kiribati
2,Baby Food,Online,Sub-Saharan Africa,Senegal
2,Office Supplies,Offline,Middle East and North Africa,Iran
2,Cosmetics,Online,Central America and the Caribbean,Grenada
2,Meat,Online,Sub-Saharan Africa,Democratic Republic of the Congo
2,Snacks,Offline,Europe,Vatican City
2,Vegetables,Online,Sub-Saharan Africa,South Sudan
2,Vegetables,Offline,Asia,North Korea
2,Household,Offline,Middle East and North Africa,Jordan
2,Meat,Offline,Sub-Saharan Africa,Sao Tome and Principe
2,Clothes,Offline,Europe,Romania
2,Fruits,Online,Sub-Saharan Africa,Seychelles
2,Clothes,Offline,Sub-Saharan Africa,Gabon
2,Cereal,Offline,Middle East and North Africa,Tunisia
2,Household,Offline,Europe,France
2,Fruits,Online,Europe,Montenegro
2,Cosmetics,Offline,Sub-Saharan Africa,Mali
2,Snacks,Online,Asia,Taiwan
2,Meat,Offline,Australia and Oceania,Fiji
2,Personal Care,Offline,Middle East and North Africa,Lebanon
2,Baby Food,Offline,Sub-Saharan Africa,Guinea
2,Baby Food,Online,Sub-Saharan Africa,Sierra Leone
2,Office Supplies,Offline,Central America and the Caribbean,Honduras
2,Vegetables,Offline,North America,Greenland
2,Meat,Offline,Asia,Indonesia
2,Clothes,Offline,Sub-Saharan Africa,Togo
2,Personal Care,Online,Sub-Saharan Africa,Mauritius
2,Snacks,Offline,Sub-Saharan Africa,Sierra Leone
2,Beverages,Online,Asia,Cambodia
2,Vegetables,Offline,Central America and the Caribbean,Jamaica
2,Vegetables,Online,Australia and Oceania,Kiribati
2,Vegetables,Offline,Central America and the Caribbean,Dominican Republic
2,Office Supplies,Online,Asia,Tajikistan
2,Beverages,Offline,Europe,Netherlands
2,Household,Offline,Europe,Iceland
2,Beverages,Offline,Asia,Taiwan
2,Fruits,Offline,Sub-Saharan Africa,Gabon
2,Snacks,Online,Sub-Saharan Africa,Guinea-Bissau
2,Cereal,Online,North America,United States of America
2,Snacks,Offline,Sub-Saharan Africa,Rwanda
2,Household,Online,Europe,Cyprus
2,Cosmetics,Online,Asia,Brunei
2,Personal Care,Offline,Sub-Saharan Africa,Seychelles
2,Office Supplies,Online,Middle East and North Africa,Jordan
2,Snacks,Online,Middle East and North Africa,Pakistan
2,Fruits,Offline,Central America and the Caribbean,Barbados
2,Meat,Online,Sub-Saharan Africa,Comoros
2,Clothes,Online,Central America and the Caribbean,The Bahamas
2,Baby Food,Online,Sub-Saharan Africa,South Sudan
2,Cosmetics,Offline,Sub-Saharan Africa,Nigeria
2,Beverages,Offline,Europe,Ukraine
2,Cosmetics,Online,Europe,France
2,Office Supplies,Online,Sub-Saharan Africa,Burundi
2,Vegetables,Offline,Middle East and North Africa,Syria
2,Fruits,Online,Sub-Saharan Africa,Botswana
2,Snacks,Offline,Australia and Oceania,Papua New Guinea
2,Cosmetics,Offline,Asia,Kazakhstan
2,Clothes,Online,Middle East and North Africa,Jordan
2,Personal Care,Online,Central America and the Caribbean,Dominican Republic
2,Beverages,Online,Sub-Saharan Africa,Namibia
2,Household,Online,Europe,Hungary
2,Snacks,Offline,Asia,Malaysia
2,Cosmetics,Offline,Sub-Saharan Africa,Burundi
2,Clothes,Offline,Europe,Estonia
2,Beverages,Offline,Asia,Malaysia
2,Household,Offline,Europe,Bosnia and Herzegovina
2,Fruits,Online,Europe,Finland
2,Office Supplies,Offline,Sub-Saharan Africa,Tanzania
2,Vegetables,Offline,North America,United States of America
2,Meat,Offline,Europe,Austria
2,Cereal,Online,Australia and Oceania,Tonga
2,Fruits,Offline,Sub-Saharan Africa,Zambia
2,Baby Food,Online,Middle East and North Africa,Morocco
2,Personal Care,Online,Europe,Monaco
2,Clothes,Online,Asia,Cambodia
2,Office Supplies,Offline,Sub-Saharan Africa,Lesotho
2,Fruits,Online,Europe,Portugal
2,Cosmetics,Offline,Middle East and North Africa,Afghanistan
2,Meat,Online,Sub-Saharan Africa,Nigeria
2,Cereal,Offline,Australia and Oceania,Kiribati
2,Cosmetics,Offline,Sub-Saharan Africa,Comoros
2,Vegetables,Offline,Sub-Saharan Africa,Namibia
2,Household,Online,Sub-Saharan Africa,Sierra Leone
2,Personal Care,Online,Sub-Saharan Africa,The Gambia
2,Cereal,Online,Europe,Germany
2,Office Supplies,Offline,Sub-Saharan Africa,Tanzania
2,Office Supplies,Offline,Europe,Slovenia
2,Cereal,Offline,Sub-Saharan Africa,Benin
2,Cosmetics,Offline,Sub-Saharan Africa,Mauritius
2,Personal Care,Online,Sub-Saharan Africa,Ethiopia
2,Beverages,Online,Asia,Turkmenistan
2,Clothes,Offline,Asia,Kyrgyzstan
2,Household,Online,Europe,Slovenia
2,Cosmetics,Online,Sub-Saharan Africa,Lesotho
2,Office Supplies,Offline,Middle East and North Africa,Jordan
2,Beverages,Offline,Europe,France
2,Clothes,Online,Sub-Saharan Africa,Lesotho
2,Cosmetics,Offline,Europe,Malta
2,Cosmetics,Online,Asia,Maldives
2,Clothes,Online,Australia and Oceania,Marshall Islands
2,Household,Online,Asia,Sri Lanka
2,Baby Food,Offline,Asia,Laos
2,Vegetables,Online,Middle East and North Africa,Jordan
2,Office Supplies,Offline,Middle East and North Africa,Somalia
2,Household,Online,Sub-Saharan Africa,Sierra Leone
2,Snacks,Online,Asia,Tajikistan
2,Cosmetics,Online,Australia and Oceania,Marshall Islands
2,Cosmetics,Online,Central America and the Caribbean,Saint Vincent and the Grenadines
2,Beverages,Online,Europe,Romania
2,Snacks,Online,Australia and Oceania,Tuvalu
2,Beverages,Offline,Sub-Saharan Africa,Equatorial Guinea
2,Cosmetics,Online,Central America and the Caribbean,Cuba
2,Household,Online,Europe,Bulgaria
2,Fruits,Online,Asia,Myanmar
2,Household,Online,Australia and Oceania,Solomon Islands
2,Snacks,Online,Europe,Montenegro
2,Cereal,Online,Sub-Saharan Africa,Malawi
2,Vegetables,Online,Sub-Saharan Africa,Mali
2,Snacks,Online,Asia,Maldives
2,Cosmetics,Offline,Central America and the Caribbean,Nicaragua
2,Meat,Offline,Europe,Germany
2,Fruits,Offline,Central America and the Caribbean,Belize
2,Meat,Offline,Europe,Montenegro
2,Office Supplies,Online,Central America and the Caribbean,Antigua and Barbuda
2,Baby Food,Online,Europe,Ireland
2,Fruits,Offline,Sub-Saharan Africa,Guinea
2,Beverages,Online,Europe,Russia
2,Beverages,Online,Central America and the Caribbean,Nicaragua
2,Beverages,Offline,Middle East and North Africa,Yemen
2,Meat,Online,Sub-Saharan Africa,Mauritania
2,Vegetables,Offline,Central America and the Caribbean,Costa Rica
2,Snacks,Online,Middle East and North Africa,Tunisia
2,Vegetables,Online,Europe,Montenegro
2,Vegetables,Online,Asia,Taiwan
2,Beverages,Offline,Middle East and North Africa,Azerbaijan
2,Vegetables,Offline,Sub-Saharan Africa,Niger
2,Personal Care,Offline,Europe,Austria
2,Snacks,Offline,Asia,Maldives
2,Beverages,Offline,Central America and the Caribbean,Nicaragua
2,Household,Offline,Sub-Saharan Africa,Guinea-Bissau
2,Beverages,Online,Middle East and North Africa,Saudi Arabia
2,Vegetables,Offline,Asia,Singapore
2,Meat,Online,Europe,Latvia
2,Cereal,Offline,Europe,Slovenia
2,Office Supplies,Online,Sub-Saharan Africa,Botswana
2,Baby Food,Offline,Central America and the Caribbean,Guatemala
2,Baby Food,Online,Sub-Saharan Africa,Seychelles
2,Snacks,Offline,Europe,Ireland
2,Office Supplies,Online,Asia,Brunei
2,Baby Food,Offline,Australia and Oceania,Tuvalu
2,Personal Care,Online,Europe,Moldova
2,Baby Food,Offline,Sub-Saharan Africa,Senegal
2,Cereal,Online,Sub-Saharan Africa,Angola
2,Household,Offline,Central America and the Caribbean,Trinidad and Tobago
2,Office Supplies,Offline,Europe,Ukraine
2,Beverages,Offline,Europe,Croatia
2,Household,Online,Asia,India
2,Cosmetics,Online,Asia,Brunei
2,Clothes,Offline,Europe,Ukraine
2,Clothes,Online,Middle East and North Africa,Egypt
2,Vegetables,Online,Europe,Ukraine
2,Household,Online,Europe,Romania
2,Clothes,Offline,Sub-Saharan Africa,Nigeria
2,Clothes,Online,Sub-Saharan Africa,Namibia
2,Vegetables,Offline,North America,Canada
2,Office Supplies,Online,Europe,Moldova
2,Clothes,Online,Sub-Saharan Africa,Tanzania
2,Cereal,Offline,Sub-Saharan Africa,Cape Verde
2,Snacks,Offline,Europe,San Marino
2,Household,Offline,Europe,Belgium
2,Beverages,Offline,Asia,Myanmar
2,Cereal,Online,Middle East and North Africa,Egypt
2,Cosmetics,Online,Sub-Saharan Africa,Guinea
2,Household,Offline,Europe,Serbia
2,Meat,Online,Sub-Saharan Africa,Mozambique
2,Snacks,Online,Sub-Saharan Africa,Benin
2,Meat,Offline,Sub-Saharan Africa,Malawi
2,Meat,Online,Europe,Latvia
2,Personal Care,Online,Europe,Switzerland
2,Personal Care,Offline,Central America and the Caribbean,Dominican Republic
2,Baby Food,Online,Australia and Oceania,Tuvalu
2,Personal Care,Offline,Europe,Monaco
2,Personal Care,Online,North America,United States of America
2,Household,Online,Europe,France
2,Baby Food,Online,Sub-Saharan Africa,Equatorial Guinea
2,Beverages,Offline,Asia,Bhutan
2,Personal Care,Online,Europe,Georgia
2,Cosmetics,Online,Europe,Finland
2,Personal Care,Online,Europe,Netherlands
2,Snacks,Offline,Europe,Vatican City
2,Snacks,Offline,Europe,Cyprus
2,Vegetables,Offline,Australia and Oceania,Solomon Islands
2,Baby Food,Online,North America,Canada
2,Personal Care,Online,Europe,Italy
2,Meat,Online,Sub-Saharan Africa,Sierra Leone
2,Office Supplies,Offline,Sub-Saharan Africa,Botswana
2,Personal Care,Offline,Europe,Kosovo
2,Vegetables,Online,Asia,Bhutan
2,Beverages,Online,Europe,Latvia
2,Household,Offline,Sub-Saharan Africa,Mauritius
2,Office Supplies,Online,Europe,Monaco
2,Vegetables,Online,Sub-Saharan Africa,Lesotho
2,Fruits,Offline,Europe,Bosnia and Herzegovina
2,Cosmetics,Online,Sub-Saharan Africa,Namibia
2,Clothes,Offline,Asia,Laos
2,Clothes,Offline,Asia,Turkmenistan
2,Clothes,Online,Asia,Brunei
2,Vegetables,Online,Asia,Sri Lanka
2,Snacks,Offline,Sub-Saharan Africa,Central African Republic
2,Snacks,Offline,Europe,Netherlands
2,Meat,Offline,Australia and Oceania,Australia
2,Cosmetics,Offline,Asia,Laos
2,Beverages,Offline,Sub-Saharan Africa,Djibouti
2,Snacks,Online,Asia,Vietnam
2,Beverages,Online,Europe,Moldova
2,Cereal,Offline,Asia,Singapore
2,Cosmetics,Offline,Central America and the Caribbean,Costa Rica
2,Beverages,Online,Central America and the Caribbean,Nicaragua
2,Cereal,Offline,Australia and Oceania,Nauru
2,Cosmetics,Offline,Central America and the Caribbean,Panama
2,Clothes,Offline,Central America and the Caribbean,Nicaragua
2,Vegetables,Offline,Europe,Belgium
2,Fruits,Online,Sub-Saharan Africa,Togo
2,Clothes,Online,Asia,South Korea
2,Baby Food,Online,Europe,Bulgaria
2,Vegetables,Online,Central America and the Caribbean,Costa Rica
2,Personal Care,Online,Sub-Saharan Africa,Angola
2,Beverages,Offline,Sub-Saharan Africa,Kenya
2,Cereal,Online,Asia,Brunei
2,Cereal,Online,Sub-Saharan Africa,Sao Tome and Principe
2,Office Supplies,Online,Sub-Saharan Africa,Angola
2,Baby Food,Online,Middle East and North Africa,Libya
2,Fruits,Offline,Middle East and North Africa,Algeria
2,Clothes,Online,North America,Greenland
2,Beverages,Offline,Europe,Belarus
2,Cosmetics,Online,Sub-Saharan Africa,Gabon
2,Personal Care,Online,Asia,Turkmenistan
2,Household,Online,Asia,Japan
2,Fruits,Offline,Australia and Oceania,Papua New Guinea
2,Personal Care,Offline,Sub-Saharan Africa,Mauritius
2,Meat,Offline,Europe,Germany
2,Baby Food,Online,Sub-Saharan Africa,Ghana
2,Clothes,Online,Asia,Philippines
2,Personal Care,Offline,Sub-Saharan Africa,Mali
2,Cereal,Online,Middle East and North Africa,Somalia
2,Beverages,Offline,Asia,Tajikistan
2,Meat,Online,Asia,Maldives
2,Vegetables,Online,Asia,Turkmenistan
2,Personal Care,Online,Middle East and North Africa,Iran
2,Clothes,Online,Europe,Switzerland
2,Snacks,Offline,Europe,Czech Republic
2,Baby Food,Offline,Middle East and North Africa,Jordan
2,Fruits,Online,Central America and the Caribbean,Costa Rica
2,Household,Online,Europe,Finland
2,Beverages,Online,Middle East and North Africa,Saudi Arabia
2,Beverages,Online,Europe,Latvia
2,Vegetables,Online,Sub-Saharan Africa,Sao Tome and Principe
2,Snacks,Online,Asia,China
2,Beverages,Offline,Middle East and North Africa,Pakistan
2,Fruits,Online,Middle East and North Africa,Algeria
2,Beverages,Offline,Europe,Liechtenstein
2,Personal Care,Online,Australia and Oceania,New Zealand
2,Cosmetics,Offline,Sub-Saharan Africa,Cameroon
2,Cosmetics,Online,Sub-Saharan Africa,Sierra Leone
2,Vegetables,Online,Central America and the Caribbean,Saint Kitts and Nevis
2,Baby Food,Online,Central America and the Caribbean,Antigua and Barbuda
2,Snacks,Online,Asia,Kazakhstan
2,Beverages,Online,Australia and Oceania,Marshall Islands
2,Clothes,Offline,Australia and Oceania,Palau
2,Vegetables,Offline,Middle East and North Africa,Morocco
2,Cereal,Online,Sub-Saharan Africa,Cape Verde
2,Household,Online,Sub-Saharan Africa,Liberia
2,Meat,Offline,Sub-Saharan Africa,Lesotho
2,Beverages,Offline,Europe,France
2,Fruits,Offline,Asia,Japan
2,Clothes,Offline,Sub-Saharan Africa,Mauritania
2,Personal Care,Offline,Europe,Switzerland
2,Snacks,Online,Europe,Greece
2,Office Supplies,Offline,Europe,Slovenia
2,Vegetables,Offline,Europe,Macedonia
2,Office Supplies,Online,North America,Mexico
2,Office Supplies,Offline,Sub-Saharan Africa,Angola
2,Beverages,Online,Europe,Portugal
2,Household,Online,Asia,Brunei
2,Cereal,Offline,Europe,Belarus
2,Clothes,Online,Central America and the Caribbean,Saint Vincent and the Grenadines
2,Beverages,Online,Europe,Finland
2,Beverages,Offline,Asia,Bangladesh
2,Beverages,Offline,Middle East and North Africa,Azerbaijan
2,Cosmetics,Offline,Sub-Saharan Africa,Eritrea
2,Personal Care,Offline,North America,United States of America
2,Vegetables,Online,Sub-Saharan Africa,Liberia
2,Cereal,Online,Central America and the Caribbean,The Bahamas
2,Snacks,Online,Europe,Denmark
2,Fruits,Offline,Europe,Slovakia
2,Cereal,Offline,Sub-Saharan Africa,Liberia
2,Clothes,Offline,Sub-Saharan Africa,Swaziland
2,Baby Food,Offline,Sub-Saharan Africa,Niger
2,Cereal,Online,Central America and the Caribbean,Barbados
2,Office Supplies,Online,Europe,Liechtenstein
2,Fruits,Online,Central America and the Caribbean,The Bahamas
2,Snacks,Offline,Central America and the Caribbean,Trinidad and Tobago
2,Fruits,Offline,Middle East and North Africa,Iraq
2,Personal Care,Offline,Asia,India
2,Household,Online,Australia and Oceania,Solomon Islands
2,Household,Online,Middle East and North Africa,Kuwait
2,Baby Food,Online,Sub-Saharan Africa,Ethiopia
2,Clothes,Online,Asia,Myanmar
2,Office Supplies,Online,North America,United States of America
2,Personal Care,Offline,Sub-Saharan Africa,South Africa
2,Household,Offline,Sub-Saharan Africa,Botswana
2,Fruits,Offline,Australia and Oceania,Samoa
2,Meat,Offline,Sub-Saharan Africa,Burkina Faso
2,Snacks,Offline,Asia,Maldives
2,Fruits,Online,Europe,Germany
2,Cereal,Online,Asia,Philippines
2,Fruits,Online,Sub-Saharan Africa,Guinea
2,Household,Online,Middle East and North Africa,Pakistan
2,Cosmetics,Online,Middle East and North Africa,Morocco
2,Household,Offline,Sub-Saharan Africa,South Africa
2,Snacks,Offline,Middle East and North Africa,Saudi Arabia
2,Fruits,Offline,Sub-Saharan Africa,Democratic Republic of the Congo
2,Personal Care,Online,Central America and the Caribbean,Saint Kitts and Nevis
2,Cosmetics,Online,Sub-Saharan Africa,Central African Republic
2,Meat,Offline,Europe,San Marino
2,Beverages,Online,Australia and Oceania,Samoa
2,Personal Care,Online,Asia,North Korea
2,Snacks,Online,Australia and Oceania,Samoa
2,Meat,Offline,Sub-Saharan Africa,Uganda
2,Snacks,Offline,Europe,Italy
2,Personal Care,Offline,Sub-Saharan Africa,Rwanda
2,Clothes,Offline,Asia,Tajikistan
2,Baby Food,Offline,Australia and Oceania,Australia
2,Cosmetics,Online,Europe,Greece
2,Household,Online,Europe,Monaco
2,Fruits,Online,North America,Canada
2,Fruits,Offline,Australia and Oceania,Kiribati
2,Cosmetics,Online,Europe,Bulgaria
2,Cosmetics,Offline,Middle East and North Africa,Pakistan
2,Personal Care,Online,Central America and the Caribbean,Jamaica
2,Meat,Online,Europe,Georgia
2,Baby Food,Offline,Central America and the Caribbean,Saint Lucia
2,Cosmetics,Online,Central America and the Caribbean,Honduras
2,Snacks,Online,Sub-Saharan Africa,Madagascar
2,Snacks,Offline,Central America and the Caribbean,Costa Rica
2,Baby Food,Offline,Sub-Saharan Africa,The Gambia
2,Beverages,Online,Asia,China
2,Vegetables,Online,Europe,Poland
2,Personal Care,Online,Asia,Cambodia
2,Vegetables,Offline,Asia,Laos
2,Clothes,Offline,Sub-Saharan Africa,Sao Tome and Principe
2,Fruits,Offline,Asia,Brunei
2,Baby Food,Online,Asia,Maldives
2,Cosmetics,Offline,Australia and Oceania,Papua New Guinea
2,Clothes,Online,Europe,Spain
2,Beverages,Offline,Sub-Saharan Africa,Sierra Leone
2,Fruits,Offline,Middle East and North Africa,Bahrain
2,Snacks,Online,Sub-Saharan Africa,South Sudan
2,Fruits,Online,Europe,Ireland
2,Vegetables,Offline,Europe,Moldova
2,Meat,Offline,Sub-Saharan Africa,Cameroon
2,Office Supplies,Online,Middle East and North Africa,Kuwait
2,Office Supplies,Online,Sub-Saharan Africa,Tanzania
2,Beverages,Offline,Asia,Sri Lanka
2,Cereal,Offline,Asia,North Korea
2,Fruits,Offline,Europe,Denmark
2,Office Supplies,Online,Europe,Poland
2,Clothes,Online,Europe,Bosnia and Herzegovina
2,Cereal,Offline,Sub-Saharan Africa,Angola
2,Meat,Offline,Sub-Saharan Africa,Cape Verde
2,Meat,Offline,Europe,Romania
2,Cosmetics,Online,Europe,Moldova
2,Snacks,Offline,Australia and Oceania,Australia
2,Vegetables,Online,Sub-Saharan Africa,Burundi
2,Beverages,Offline,Europe,Denmark
2,Fruits,Online,Sub-Saharan Africa,Sudan
2,Meat,Offline,Middle East and North Africa,Somalia
2,Baby Food,Online,Sub-Saharan Africa,Chad
2,Beverages,Online,Europe,Poland
2,Office Supplies,Offline,Asia,Maldives
2,Vegetables,Offline,Asia,India
2,Snacks,Offline,Middle East and North Africa,Egypt
2,Household,Online,Middle East and North Africa,Tunisia
2,Household,Offline,Europe,Luxembourg
2,Meat,Offline,Sub-Saharan Africa,Burundi
2,Beverages,Offline,Europe,Serbia
2,Vegetables,Offline,Asia,Tajikistan
2,Vegetables,Offline,Europe,Bosnia and Herzegovina
2,Fruits,Offline,Central America and the Caribbean,Honduras
2,Meat,Online,Asia,North Korea
2,Fruits,Offline,Europe,Russia
2,Household,Online,Middle East and North Africa,Afghanistan
2,Snacks,Offline,Middle East and North Africa,Saudi Arabia
2,Snacks,Offline,Europe,Andorra
2,Meat,Offline,Sub-Saharan Africa,Comoros
2,Snacks,Online,Europe,Germany
2,Office Supplies,Offline,Australia and Oceania,Marshall Islands
2,Cereal,Offline,Central America and the Caribbean,Belize
2,Office Supplies,Online,Middle East and North Africa,Somalia
2,Baby Food,Online,Europe,Finland
2,Fruits,Offline,Middle East and North Africa,Afghanistan
2,Personal Care,Offline,Europe,Estonia
2,Fruits,Offline,Europe,Russia
2,Meat,Online,Europe,Slovenia
2,Meat,Offline,Middle East and North Africa,Turkey
2,Office Supplies,Offline,Australia and Oceania,Tonga
2,Cereal,Offline,Sub-Saharan Africa,Mali
2,Meat,Online,Middle East and North Africa,Saudi Arabia
2,Meat,Offline,Sub-Saharan Africa,Botswana
2,Snacks,Online,Sub-Saharan Africa,Zimbabwe
2,Cosmetics,Online,Central America and the Caribbean,Trinidad and Tobago
2,Cosmetics,Offline,Australia and Oceania,New Zealand
2,Vegetables,Offline,Sub-Saharan Africa,Malawi
2,Cereal,Online,North America,Mexico
2,Snacks,Offline,Europe,Macedonia
2,Snacks,Offline,Asia,Mongolia
2,Vegetables,Online,Asia,South Korea
2,Office Supplies,Offline,Middle East and North Africa,United Arab Emirates
2,Cosmetics,Online,Europe,Switzerland
2,Household,Online,Asia,Bhutan
2,Personal Care,Offline,Sub-Saharan Africa,Niger
2,Baby Food,Offline,Europe,Slovakia
2,Meat,Offline,Europe,Denmark
2,Snacks,Offline,Asia,Uzbekistan
2,Office Supplies,Offline,North America,United States of America
2,Cereal,Online,Central America and the Caribbean,Jamaica
2,Beverages,Offline,Europe,Austria
2,Personal Care,Offline,Sub-Saharan Africa,South Sudan
2,Cereal,Offline,Central America and the Caribbean,Grenada
2,Snacks,Offline,Asia,Maldives
